Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,4,5,1826,1805,1940,1925,WN,154,N376SW,74,80,61,15,21,MCI,MDW,405,5,8,0,,0,0,0,0,0,15
2008,1,4,5,1709,1645,1943,1920,WN,365,N642WN,154,155,142,23,24,MCO,BDL,1050,4,8,0,,0,11,0,0,0,12
2008,1,4,5,1906,1910,2139,2145,WN,3567,N260WN,153,155,137,-6,-4,MCO,BUF,1011,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,1643,1635,2015,2030,WN,1033,N708SA,332,355,317,-15,8,MHT,PHX,2279,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,1241,1240,1501,1505,WN,788,N776WN,80,85,67,-4,1,MSY,TPA,487,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,630,630,843,855,WN,806,N282WN,73,85,65,-12,0,MSY,TPA,487,4,4,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,1926,1815,2211,2110,WN,1222,N675AA,105,115,89,61,71,OAK,PHX,646,3,13,0,,0,0,0,0,0,61
2008,1,4,5,2005,1840,2136,2005,WN,2807,N679AA,91,85,75,91,85,PDX,SMF,479,5,11,0,,0,0,0,6,0,85
2008,1,4,5,1415,1405,1649,1655,WN,998,N652SW,154,170,129,-6,10,PHL,TPA,920,4,21,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,700,700,705,715,WN,3422,N775SW,65,75,52,-10,0,PHX,ONT,325,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,819,815,928,935,WN,354,N436WN,69,80,60,-7,4,PVD,BWI,328,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,733,730,843,845,WN,3598,N442WN,70,75,55,-2,3,RNO,LAS,345,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,1638,1545,1803,1715,WN,2360,N494WN,85,90,69,48,53,RNO,PDX,444,6,10,0,,0,0,0,0,0,48
2008,1,4,5,1421,1425,1526,1520,WN,2353,N674AA,65,55,48,6,-4,SAT,DAL,248,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,1514,1410,1636,1530,WN,2907,N637SW,82,80,69,66,64,SJC,LAS,386,4,9,0,,0,18,0,2,0,46
2008,1,4,5,626,625,851,900,WN,2646,N291WN,205,215,193,-9,1,STL,PHX,1262,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,4,5,923,920,1013,1020,WN,3138,N340LV,50,60,38,-7,3,TPA,FLL,197,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1544,1515,1654,1630,WN,3046,N723SW,70,75,56,24,29,ALB,BWI,288,4,10,0,,0,11,0,0,0,13
2008,1,5,6,955,955,1338,1355,WN,716,N264LV,163,180,151,-17,0,AUS,BWI,1342,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1201,1155,1330,1320,WN,2985,N777QC,209,205,181,10,6,AUS,LAX,1242,19,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,954,955,1115,1130,WN,513,N503SW,141,155,131,-15,-1,AUS,PHX,872,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1911,1845,2136,2120,WN,385,N796SW,85,95,75,16,26,BNA,BWI,588,3,7,0,,0,0,0,0,0,16
2008,1,5,6,1750,1735,2107,2055,WN,489,N470WN,317,320,295,12,15,BWI,PHX,1999,13,9,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1049,1050,1108,1110,WN,97,N709SW,79,80,64,-2,-1,CLE,MDW,307,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1656,1625,1754,1715,WN,1593,N417WN,118,110,94,39,31,ELP,LAS,584,16,8,0,,0,12,0,8,0,19
2008,1,5,6,1647,1645,1821,1800,WN,431,N617SW,94,75,51,21,2,FLL,JAX,318,10,33,0,,0,0,0,21,0,0
2008,1,5,6,1456,1420,1659,1630,WN,2208,N675AA,123,130,111,29,36,GEG,OAK,723,4,8,0,,0,12,0,0,0,17
2008,1,5,6,828,830,951,955,WN,300,N230WN,143,145,125,-4,-2,ISP,MDW,765,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2011,1640,334,25,WN,1018,N429WN,263,285,250,189,211,LAS,BDL,2298,4,9,0,,0,4,0,0,0,185
2008,1,5,6,1037,1030,1548,1545,WN,762,N736SA,191,195,167,3,7,LAS,MSY,1501,4,20,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1503,1435,1559,1530,WN,872,N421LV,56,55,40,29,28,LAS,ONT,197,5,11,0,,0,1,0,1,0,27
2008,1,5,6,1402,1355,1622,1615,WN,1660,N447WN,80,80,55,7,7,LAS,SLC,368,5,20,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1211,1150,1420,1405,WN,463,N628SW,69,75,55,15,21,LAX,PHX,370,5,9,0,,0,10,0,0,0,5
2008,1,5,6,1218,1220,1340,1340,WN,1264,N695SW,82,80,70,0,-2,MCI,BNA,491,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2004,1910,2228,2145,WN,3567,N780SW,144,155,128,43,54,MCO,BUF,1011,3,13,0,,0,3,0,0,0,40
2008,1,5,6,949,955,1034,1045,WN,150,N266WN,45,50,33,-11,-6,MCO,RSW,133,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,606,605,807,805,WN,1862,N389SW,61,60,49,2,1,MDW,CMH,284,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,2038,1935,2258,2200,WN,2612,N746SW,80,85,64,58,63,OAK,BOI,511,4,12,0,,0,14,0,0,0,44
2008,1,5,6,912,915,1028,1035,WN,2877,N785SW,76,80,44,-7,-3,PHL,PIT,267,5,27,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1614,1615,1911,1920,WN,301,N383SW,177,185,152,-9,-1,PHL,RSW,992,4,21,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1757,1750,1818,1810,WN,806,N455WN,81,80,74,8,7,PHX,BUR,369,2,5,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,NA,1545,NA,1715,WN,2360,,NA,90,NA,NA,NA,RNO,PDX,444,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,1,5,6,1526,1430,1720,1550,WN,392,N459WN,114,80,71,90,56,SAN,SJC,417,3,40,0,,0,18,0,34,0,38
2008,1,5,6,1144,1145,1152,1150,WN,806,N455WN,68,65,59,2,-1,SDF,MDW,271,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1759,1610,1859,1720,WN,780,N459WN,60,70,49,99,109,SJC,ONT,333,4,7,0,,0,17,0,0,0,82
2008,1,5,6,1739,1710,1843,1810,WN,2377,N652SW,124,120,106,33,29,SLC,LAX,590,9,9,0,,0,21,0,4,0,8
2008,1,5,6,757,755,910,905,WN,1321,N675AA,73,70,58,5,2,SMF,BUR,358,2,13,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,846,840,1004,1000,WN,157,N295WN,78,80,60,4,6,SMF,LAS,397,4,14,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,1511,1450,1731,1700,WN,440,N301SW,260,250,245,31,21,STL,LAX,1593,6,9,0,,0,12,0,10,0,9
2008,1,5,6,1243,1240,1415,1420,WN,2118,N662SW,152,160,141,-5,3,TPA,MDW,997,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1923,1855,2159,2145,WN,580,N606SW,96,110,84,14,28,ABQ,MCI,718,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1705,1705,1759,1755,WN,1856,N413WN,54,50,37,4,0,AUS,HOU,148,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1547,1515,1653,1625,WN,1657,N365SW,66,70,49,28,32,BDL,BWI,283,2,15,0,,0,1,0,0,0,27
2008,1,6,7,1426,1415,1642,1635,WN,603,N602SW,76,80,64,7,11,BNA,RDU,443,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1841,1745,1952,1845,WN,2457,N634SW,71,60,42,67,56,BUR,LAS,223,13,16,0,,0,0,7,11,0,49
2008,1,6,7,1335,1325,1442,1430,WN,2621,N687SW,67,65,54,12,10,BWI,PVD,328,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1135,1140,1220,1230,WN,28,N510SW,45,50,36,-10,-5,CRP,HOU,187,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,854,845,1417,1415,WN,992,N784SW,203,210,182,2,9,DEN,MCO,1545,9,12,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,958,1000,1047,1055,WN,16,N390SW,49,55,40,-8,-2,HOU,DAL,239,4,5,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1355,1330,1451,1425,WN,30,N719SW,56,55,41,26,25,HOU,DAL,239,3,12,0,,0,0,0,1,0,25
2008,1,6,7,1023,1020,1146,1145,WN,2719,N764SW,83,85,59,1,3,LAS,RNO,345,5,19,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1712,1715,1943,1950,WN,297,N287WN,151,155,139,-7,-3,MCO,PHL,861,7,5,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1624,1620,1900,1920,WN,1484,N442WN,276,300,264,-20,4,MCO,PHX,1848,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1115,1115,1337,1330,WN,3170,N414WN,82,75,60,7,0,MDW,PIT,402,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,630,630,911,855,WN,339,N441WN,281,265,265,16,0,MDW,SAN,1728,3,13,0,,0,0,0,16,0,0
2008,1,6,7,1603,1550,1718,1715,WN,2525,N431WN,75,85,61,3,13,OAK,SAN,446,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1650,1625,1816,1750,WN,303,N641SW,146,145,133,26,25,OKC,PHX,833,6,7,0,,0,0,0,1,0,25
2008,1,6,7,1030,1030,1138,1130,WN,991,N469WN,68,60,41,8,0,ONT,LAS,197,14,13,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1422,1410,1543,1525,WN,1409,N678AA,81,75,68,18,12,ONT,SMF,389,4,9,0,,0,0,0,6,12,0
2008,1,6,7,1205,1140,1329,1320,WN,1585,N780SW,84,100,74,9,25,PDX,OAK,543,4,6,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1050,1025,1642,1625,WN,3509,N261WN,232,240,218,17,25,PHX,MCO,1848,8,6,0,,0,16,0,0,0,1
2008,1,6,7,613,600,1011,1015,WN,2813,N698SW,178,195,164,-4,13,PHX,MDW,1444,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1027,1015,1308,1320,WN,221,N243WN,281,305,270,-12,12,RDU,PHX,1891,6,5,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1530,1520,1646,1620,WN,2101,N416WN,196,180,162,26,10,SAT,LAS,1069,7,27,0,,0,0,0,26,0,0
2008,1,6,7,1342,1345,1946,1935,WN,1189,N494WN,244,230,212,11,-3,SEA,MDW,1733,20,12,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,704,700,842,845,WN,474,N311SW,98,105,82,-3,4,SEA,SMF,605,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1743,1740,1833,1840,WN,3136,N356SW,50,60,39,-7,3,TPA,FLL,197,2,9,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1143,1145,1330,1320,WN,407,N601WN,107,95,94,10,-2,TUL,HOU,453,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1319,1320,1501,1455,WN,61,N694SW,162,155,144,6,-1,ABQ,OAK,889,6,12,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1515,1515,1619,1630,WN,3046,N652SW,64,75,54,-11,0,ALB,BWI,288,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1217,1220,1316,1325,WN,223,N733SA,59,65,50,-9,-3,BHM,MSY,321,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,843,845,1049,1055,WN,614,N786SW,126,130,113,-6,-2,BNA,HOU,670,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,NA,1650,NA,1805,WN,1398,,NA,75,NA,NA,NA,BUR,OAK,325,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,7,1,1617,1610,1833,1835,WN,481,N439WN,76,85,63,-2,7,BUR,PHX,369,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1641,1645,1745,1755,WN,1774,N434WN,64,70,52,-10,-4,BWI,ALB,288,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,859,840,1151,1140,WN,3141,N457WN,292,300,278,11,19,BWI,SLC,1864,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,613,615,622,625,WN,184,N711HK,69,70,57,-3,-2,CMH,MDW,284,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,619,620,708,710,WN,1486,N640SW,109,110,97,-2,-1,DAL,ABQ,580,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1114,1110,1334,1340,WN,515,N901WN,80,90,66,-6,4,DEN,MCI,533,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1830,1825,1939,1935,WN,1414,N460WN,129,130,109,4,5,ELP,LAX,714,8,12,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1011,1010,1122,1130,WN,237,N270WN,191,200,179,-8,1,HOU,LAS,1235,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,630,630,730,730,WN,8,N528SW,60,60,48,0,0,HRL,HOU,276,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1734,1655,54,30,WN,302,N694SW,260,275,246,24,39,LAS,ALB,2237,3,11,0,,0,10,0,0,0,14
2008,1,7,1,828,830,1048,1050,WN,643,N784SW,80,80,59,-2,-2,LAS,SLC,368,7,14,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1705,1710,1939,1955,WN,230,N618WN,94,105,84,-16,-5,LAX,ABQ,677,5,5,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1621,1550,1924,1900,WN,438,N629SW,123,130,111,24,31,LIT,BWI,912,4,8,0,,0,0,0,0,0,24
2008,1,7,1,633,635,811,820,WN,1844,N332SW,218,225,199,-9,-2,MCI,LAX,1363,7,12,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,626,625,718,720,WN,63,N708SA,52,55,37,-2,1,MCI,STL,237,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1827,1755,2013,1915,WN,581,N714CB,106,80,61,58,32,MDW,BNA,395,4,41,0,,0,0,32,26,0,0
2008,1,7,1,1316,1300,1545,1545,WN,208,N900WN,89,105,79,0,16,MDW,BWI,611,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1926,1755,2151,2010,WN,3249,N769SW,85,75,71,101,91,MDW,PIT,402,6,8,0,,0,0,0,101,0,0
2008,1,7,1,1323,1240,1550,1505,WN,299,N272WN,267,265,256,45,43,MDW,SAN,1728,3,8,0,,0,3,0,2,0,40
2008,1,7,1,2013,2015,2120,2120,WN,1150,N284WN,67,65,50,0,-2,OAK,BUR,325,8,9,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1004,1000,1110,1115,WN,2624,N374SW,66,75,53,-5,4,OAK,LAX,337,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,839,845,944,1000,WN,991,N407WN,65,75,52,-16,-6,OAK,ONT,361,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1130,1125,1438,1415,WN,1686,N274WN,128,110,113,23,5,OAK,PHX,646,5,10,0,,0,0,0,23,0,0
2008,1,7,1,1000,1005,1109,1120,WN,256,N367SW,69,75,60,-11,-5,ONT,OAK,361,2,7,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1416,1420,1507,1510,WN,2362,N737JW,51,50,37,-3,-4,ORF,BWI,159,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1648,1600,1943,1910,WN,3409,N611SW,115,130,106,33,48,PHX,AUS,872,3,6,0,,0,6,0,0,0,27
2008,1,7,1,1300,1300,1402,1415,WN,1161,N491WN,62,75,53,-13,0,PVD,BWI,328,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,607,610,719,725,WN,3250,N291WN,72,75,48,-6,-3,RNO,LAS,345,6,18,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,2000,1925,2322,2300,WN,1158,N356SW,142,155,121,22,35,SEA,DEN,1024,6,15,0,,0,0,0,0,0,22
2008,1,7,1,655,635,1242,1230,WN,208,N900WN,227,235,209,12,20,SEA,MDW,1733,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,705,710,829,840,WN,797,N720WN,84,90,50,-11,-5,SFO,LAX,337,13,21,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,NA,1225,NA,1335,WN,1120,,NA,70,NA,NA,NA,SMF,BUR,358,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,7,1,1727,1730,1850,1855,WN,3159,N766SW,83,85,70,-5,-3,SNA,OAK,371,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,1438,1440,1648,1650,WN,1745,N225WN,70,70,52,-2,-2,SNA,PHX,338,6,12,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,747,740,841,840,WN,2126,N278WN,54,60,43,1,7,TUS,ABQ,321,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1846,1845,2138,2140,WN,1925,N507SW,112,115,98,-2,1,ABQ,HOU,759,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,731,730,908,905,WN,912,N308SA,157,155,143,3,1,ABQ,OAK,889,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,2042,2045,2213,2225,WN,2611,N604SW,91,100,79,-12,-3,BNA,MCI,491,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1811,1755,2043,2040,WN,1576,N208WN,92,105,81,3,16,BNA,TPA,612,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1746,1745,1841,1845,WN,2457,N764SW,55,60,42,-4,1,BUR,LAS,223,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,2140,2140,2303,2250,WN,219,N421LV,83,70,64,13,0,BUR,OAK,325,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,910,910,1039,1025,WN,450,N353SW,89,75,69,14,0,BUR,OAK,325,5,15,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1252,1250,1507,1520,WN,503,N388SW,135,150,122,-13,2,BWI,TPA,842,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,2049,2050,2151,2200,WN,3409,N521SW,62,70,50,-9,-1,DAL,AMA,324,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1733,1720,1820,1810,WN,373,N501SW,47,50,38,10,13,DAL,AUS,189,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,NA,1230,NA,1330,WN,25,,NA,60,NA,NA,NA,DAL,HOU,239,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,8,2,958,1000,1043,1045,WN,2358,N313SW,45,45,30,-2,-2,HOU,AUS,148,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1955,1955,2201,2225,WN,335,N224WN,126,150,114,-24,0,IAD,TPA,810,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,644,645,748,755,WN,2189,N257WN,64,70,52,-7,-1,JAX,FLL,318,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,2023,1820,236,55,WN,1924,N432WN,193,215,177,101,123,LAS,IND,1591,7,9,0,,0,0,0,0,0,101
2008,1,8,2,1813,1815,2333,2335,WN,2450,N257WN,200,200,178,-2,-2,LAS,MDW,1521,7,15,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1128,1130,1134,1135,WN,10,N660SW,66,65,57,-1,-2,MAF,ABQ,332,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1351,1350,1703,1710,WN,3320,N685SW,132,140,119,-7,1,MCI,BWI,967,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1626,1625,1853,1905,WN,1023,N754SW,147,160,138,-12,1,MCO,DTW,957,4,5,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,819,820,954,1010,WN,658,N213WN,155,170,144,-16,-1,MCO,MDW,989,5,6,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1038,1040,1208,1205,WN,33,N528SW,90,85,78,3,-2,MDW,MCI,405,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1242,1245,1411,1410,WN,132,N515SW,89,85,76,1,-3,MDW,MCI,405,6,7,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,1244,1245,1518,1540,WN,1842,N405WN,214,235,198,-22,-1,MDW,PHX,1444,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,8,2,733,735,1009,1020,WN,220,N756SA,276,285,263,-11,-2,MDW,SJC,1838,4,9,0,,0,NA,NA,NA,NA,NA
